record_id,unit_expression,status,proposed_unit_uri,quantity_kind_uris,dimension_vector_uri,local_evidence,published_evidence,reference_unit_uri,conversion_value,conversion_equation,conversion_exact,conversion_source,qk_rationale,qk_relation,dv_rationale,description_sources,description_rationale,semantic_hypotheses,confidence,issues,recommendation
unit-0027,NUM-PER-L-MIN,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L-3I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L-3I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-M3-SEC,multiplier=16.666666666666666666666666666666666666666666666667 to reciprocal cubic metre second; offset=0,NUM^1=1.0^1 × L^-1=0.001^-1 × MIN^-1=60.0^-1; product = 16.666666666666666666666666666666666666666666666667 reciprocal cubic metre second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition NUM^1 (A0E0L0I0M0H0T0D1) + L^-1 (A0E0L3I0M0H0T0D0) + MIN^-1 (A0E0L0I0M0H0T1D0) = A0E0L-3I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"Count, number of particles, population, count density, and event-rate interpretations were considered; none can be selected from the expression alone.",low,"NUM does not identify what is counted or whether the denominator is a sample, organism, event, or replicate; Count, NumberOfParticles, Population, density, and rate interpretations remain possible.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0028,BQ-PER-MilliL,ready-for-review,http://qudt.org/vocab/unit/BQ-PER-MilliL,http://qudt.org/vocab/quantitykind/ActivityConcentration,http://qudt.org/vocab/dimensionvector/A0E0L-3I0M0H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:ActivityConcentration, and qkdv:A0E0L-3I0M0H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/BQ-PER-M3,multiplier=1000000.0; offset=0,BQ^1=1.0^1 × MilliL^-1=0.000001^-1; product = 1000000.0 becquerel per cubic metre,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Activity divided by volume matches the current ActivityConcentration kind.,unitForQuantityKind,Vector composition BQ^1 (A0E0L0I0M0H0T-1D0) + MilliL^-1 (A0E0L3I0M0H0T0D0) = A0E0L-3I0M0H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:ActivityConcentration,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind ActivityConcentration; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:ActivityConcentration and qkdv:A0E0L-3I0M0H0T-1D0.
unit-0029,KiloGM-PER-KiloM2-YR,ready-for-review,http://qudt.org/vocab/unit/KiloGM-PER-KiloM2-YR,http://qudt.org/vocab/quantitykind/MassPerAreaTime,http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassPerAreaTime, and qkdv:A0E0L-2I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M2-SEC,multiplier=0.000000000000031688087814028950237026896848936547772961188430045; offset=0,KiloGM^1=1.0^1 × KiloM^-2=1000.0^-2 × YR^-1=31557600.0^-1; product = 0.000000000000031688087814028950237026896848936547772961188430045 kilogram per square metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by area and time matches the current MassPerAreaTime kind.,unitForQuantityKind,Vector composition KiloGM^1 (A0E0L0I0M1H0T0D0) + KiloM^-2 (A0E0L1I0M0H0T0D0) + YR^-1 (A0E0L0I0M0H0T1D0) = A0E0L-2I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassPerAreaTime,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassPerAreaTime; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassPerAreaTime and qkdv:A0E0L-2I0M1H0T-1D0.
unit-0030,KiloGM-PER-M2-YR,ready-for-review,http://qudt.org/vocab/unit/KiloGM-PER-M2-YR,http://qudt.org/vocab/quantitykind/MassPerAreaTime,http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassPerAreaTime, and qkdv:A0E0L-2I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M2-SEC,multiplier=0.000000031688087814028950237026896848936547772961188430045; offset=0,KiloGM^1=1.0^1 × M^-2=1.0^-2 × YR^-1=31557600.0^-1; product = 0.000000031688087814028950237026896848936547772961188430045 kilogram per square metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by area and time matches the current MassPerAreaTime kind.,unitForQuantityKind,Vector composition KiloGM^1 (A0E0L0I0M1H0T0D0) + M^-2 (A0E0L1I0M0H0T0D0) + YR^-1 (A0E0L0I0M0H0T1D0) = A0E0L-2I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassPerAreaTime,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassPerAreaTime; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassPerAreaTime and qkdv:A0E0L-2I0M1H0T-1D0.
unit-0031,MilliGM-PER-KiloGM-MO,blocked-conversion,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,QUDT synodic-month basis and UCUM month conventions produce different multipliers,QUDT unit:MO = 2551442.976 s; an alternative month convention must not be substituted without source confirmation,false,Current QUDT unit:MO at 6b8df6f429c45bc6fb0b25659d34f51954a148f9|https://ucum.org/ucum.html,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition MilliGM^1 (A0E0L0I0M1H0T0D0) + KiloGM^-1 (A0E0L0I0M1H0T0D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://ucum.org/ucum.html,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,Synodic-month and Julian/calendar-month conversions were considered; the submitted token does not resolve the source convention.,low,"Bare MO is 2551442.976 s (synodic month) in current QUDT, while UCUM month conventions differ. Selecting either value without the source convention would change the conversion.","Confirm whether MO means QUDT's synodic month, a Julian month, or a calendar month; then recompute and review semantics."
unit-0032,GM-PER-GM-HR,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,multiplier=0.00027777777777777777777777777777777777777777777777778 to reciprocal second; offset=0,GM^1=0.001^1 × GM^-1=0.001^-1 × HR^-1=3600.0^-1; product = 0.00027777777777777777777777777777777777777777777777778 reciprocal second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition GM^1 (A0E0L0I0M1H0T0D0) + GM^-1 (A0E0L0I0M1H0T0D0) + HR^-1 (A0E0L0I0M0H0T1D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"MassSpecificBiogeochemicalRate, generic RateOfChange, and process-specific normalized rates were considered; all require a measurand and denominator context.",low,"A mass/mass/time expression can represent a mass-specific process rate, fractional change rate, or another normalized rate. The numerator measurand and denominator basis were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0033,GM-PER-HA-HR,ready-for-review,http://qudt.org/vocab/unit/GM-PER-HA-HR,http://qudt.org/vocab/quantitykind/MassPerAreaTime,http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassPerAreaTime, and qkdv:A0E0L-2I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M2-SEC,multiplier=0.000000000027777777777777777777777777777777777777777777777778; offset=0,GM^1=0.001^1 × HA^-1=10000.0^-1 × HR^-1=3600.0^-1; product = 0.000000000027777777777777777777777777777777777777777777777778 kilogram per square metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by area and time matches the current MassPerAreaTime kind.,unitForQuantityKind,Vector composition GM^1 (A0E0L0I0M1H0T0D0) + HA^-1 (A0E0L2I0M0H0T0D0) + HR^-1 (A0E0L0I0M0H0T1D0) = A0E0L-2I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassPerAreaTime,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassPerAreaTime; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassPerAreaTime and qkdv:A0E0L-2I0M1H0T-1D0.
unit-0034,KiloGM-PER-HA-MO,blocked-conversion,,,http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L-2I0M1H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/KiloGM-PER-M2-SEC,QUDT synodic-month basis and UCUM month conventions produce different multipliers,QUDT unit:MO = 2551442.976 s; an alternative month convention must not be substituted without source confirmation,false,Current QUDT unit:MO at 6b8df6f429c45bc6fb0b25659d34f51954a148f9|https://ucum.org/ucum.html,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition KiloGM^1 (A0E0L0I0M1H0T0D0) + HA^-1 (A0E0L2I0M0H0T0D0) = A0E0L-2I0M1H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://ucum.org/ucum.html,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,Synodic-month and Julian/calendar-month conversions were considered; the submitted token does not resolve the source convention.,low,"Bare MO is 2551442.976 s (synodic month) in current QUDT, while UCUM month conventions differ. Selecting either value without the source convention would change the conversion.","Confirm whether MO means QUDT's synodic month, a Julian month, or a calendar month; then recompute and review semantics."
unit-0035,MicroGM-PER-KiloGM-DAY,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,multiplier=0.000000000000011574074074074074074074074074074074074074074074074 to reciprocal second; offset=0,MicroGM^1=0.000000001^1 × KiloGM^-1=1.0^-1 × DAY^-1=86400.0^-1; product = 0.000000000000011574074074074074074074074074074074074074074074074 reciprocal second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition MicroGM^1 (A0E0L0I0M1H0T0D0) + KiloGM^-1 (A0E0L0I0M1H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"MassSpecificBiogeochemicalRate, generic RateOfChange, and process-specific normalized rates were considered; all require a measurand and denominator context.",low,"A mass/mass/time expression can represent a mass-specific process rate, fractional change rate, or another normalized rate. The numerator measurand and denominator basis were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0036,MilliGM-PER-L-SEC,ready-for-review,http://qudt.org/vocab/unit/MilliGM-PER-L-SEC,http://qudt.org/vocab/quantitykind/MassConcentrationRateOfChange,http://qudt.org/vocab/dimensionvector/A0E0L-3I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassConcentrationRateOfChange, and qkdv:A0E0L-3I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M3-SEC,multiplier=0.001; offset=0,MilliGM^1=0.000001^1 × L^-1=0.001^-1 × SEC^-1=1.0^-1; product = 0.001 kilogram per cubic metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by volume and time matches the current MassConcentrationRateOfChange kind.,unitForQuantityKind,Vector composition MilliGM^1 (A0E0L0I0M1H0T0D0) + L^-1 (A0E0L3I0M0H0T0D0) + SEC^-1 (A0E0L0I0M0H0T1D0) = A0E0L-3I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassConcentrationRateOfChange,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassConcentrationRateOfChange; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassConcentrationRateOfChange and qkdv:A0E0L-3I0M1H0T-1D0.
unit-0037,NanoGM-PER-M2-HR,ready-for-review,http://qudt.org/vocab/unit/NanoGM-PER-M2-HR,http://qudt.org/vocab/quantitykind/MassPerAreaTime,http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassPerAreaTime, and qkdv:A0E0L-2I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M2-SEC,multiplier=0.00000000000000027777777777777777777777777777777777777777777777778; offset=0,NanoGM^1=0.000000000001^1 × M^-2=1.0^-2 × HR^-1=3600.0^-1; product = 0.00000000000000027777777777777777777777777777777777777777777777778 kilogram per square metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by area and time matches the current MassPerAreaTime kind.,unitForQuantityKind,Vector composition NanoGM^1 (A0E0L0I0M1H0T0D0) + M^-2 (A0E0L1I0M0H0T0D0) + HR^-1 (A0E0L0I0M0H0T1D0) = A0E0L-2I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassPerAreaTime,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassPerAreaTime; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassPerAreaTime and qkdv:A0E0L-2I0M1H0T-1D0.
unit-0038,NUM-PER-NanoGM,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M-1H0T0D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M-1H0T0D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-KiloGM,multiplier=1000000000000.0 to reciprocal kilogram; offset=0,NUM^1=1.0^1 × NanoGM^-1=0.000000000001^-1; product = 1000000000000.0 reciprocal kilogram,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition NUM^1 (A0E0L0I0M0H0T0D1) + NanoGM^-1 (A0E0L0I0M1H0T0D0) = A0E0L0I0M-1H0T0D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"Count, number of particles, population, count density, and event-rate interpretations were considered; none can be selected from the expression alone.",low,"NUM does not identify what is counted or whether the denominator is a sample, organism, event, or replicate; Count, NumberOfParticles, Population, density, and rate interpretations remain possible.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0039,GM-PER-M2-MO,blocked-conversion,,,http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L-2I0M1H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/KiloGM-PER-M2-SEC,QUDT synodic-month basis and UCUM month conventions produce different multipliers,QUDT unit:MO = 2551442.976 s; an alternative month convention must not be substituted without source confirmation,false,Current QUDT unit:MO at 6b8df6f429c45bc6fb0b25659d34f51954a148f9|https://ucum.org/ucum.html,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition GM^1 (A0E0L0I0M1H0T0D0) + M^-2 (A0E0L1I0M0H0T0D0) = A0E0L-2I0M1H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://ucum.org/ucum.html,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,Synodic-month and Julian/calendar-month conversions were considered; the submitted token does not resolve the source convention.,low,"Bare MO is 2551442.976 s (synodic month) in current QUDT, while UCUM month conventions differ. Selecting either value without the source convention would change the conversion.","Confirm whether MO means QUDT's synodic month, a Julian month, or a calendar month; then recompute and review semantics."
unit-0040,MilliGM-PER-M2-MIN,ready-for-review,http://qudt.org/vocab/unit/MilliGM-PER-M2-MIN,http://qudt.org/vocab/quantitykind/MassPerAreaTime,http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassPerAreaTime, and qkdv:A0E0L-2I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M2-SEC,multiplier=0.000000016666666666666666666666666666666666666666666666667; offset=0,MilliGM^1=0.000001^1 × M^-2=1.0^-2 × MIN^-1=60.0^-1; product = 0.000000016666666666666666666666666666666666666666666666667 kilogram per square metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by area and time matches the current MassPerAreaTime kind.,unitForQuantityKind,Vector composition MilliGM^1 (A0E0L0I0M1H0T0D0) + M^-2 (A0E0L1I0M0H0T0D0) + MIN^-1 (A0E0L0I0M0H0T1D0) = A0E0L-2I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassPerAreaTime,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassPerAreaTime; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassPerAreaTime and qkdv:A0E0L-2I0M1H0T-1D0.
unit-0041,MilliGM-PER-MilliL-DAY,ready-for-review,http://qudt.org/vocab/unit/MilliGM-PER-MilliL-DAY,http://qudt.org/vocab/quantitykind/MassConcentrationRateOfChange,http://qudt.org/vocab/dimensionvector/A0E0L-3I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassConcentrationRateOfChange, and qkdv:A0E0L-3I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M3-SEC,multiplier=0.000011574074074074074074074074074074074074074074074074; offset=0,MilliGM^1=0.000001^1 × MilliL^-1=0.000001^-1 × DAY^-1=86400.0^-1; product = 0.000011574074074074074074074074074074074074074074074074 kilogram per cubic metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by volume and time matches the current MassConcentrationRateOfChange kind.,unitForQuantityKind,Vector composition MilliGM^1 (A0E0L0I0M1H0T0D0) + MilliL^-1 (A0E0L3I0M0H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A0E0L-3I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassConcentrationRateOfChange,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassConcentrationRateOfChange; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassConcentrationRateOfChange and qkdv:A0E0L-3I0M1H0T-1D0.
unit-0042,GM-PER-CM3,existing-unit,http://qudt.org/vocab/unit/GM-PER-CentiM3,http://qudt.org/vocab/quantitykind/Density|http://qudt.org/vocab/quantitykind/MassDensity,http://qudt.org/vocab/dimensionvector/A0E0L-3I0M1H0T0D0,QUDT 6b8df6f4 aggregate graph contains unit:GM-PER-CentiM3. Submitted unit:GM-PER-CM3 is a spelling variant of the canonical factor token(s).,Live QUDT SPARQL 2026-09-07 returns unit:GM-PER-CentiM3. The submitted spelling unit:GM-PER-CM3 is absent.,http://qudt.org/vocab/unit/KiloGM-PER-M3,multiplier=1000.0; offset=0,0.001 kg / (0.01 m)^3 = 1000 kg/m³,true,Current local and published QUDT resource unit:GM-PER-CentiM3|https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8,Existing current QUDT assignment retained; this review does not remodel an existing resource.,unitForQuantityKind,Existing current QUDT resource declares qkdv:A0E0L-3I0M1H0T0D0; local and published values agree.,Current local and published QUDT resource unit:GM-PER-CentiM3,No new description is drafted for an existing canonical resource.,Existing-resource identity controls disposition; no new semantic assertion is made.,high,Submitted CM3 is a noncanonical spelling of current QUDT CentiM3; no duplicate GM-PER-CM3 resource should be created.,Reuse unit:GM-PER-CentiM3; do not emit a duplicate Unit.
